0.102880605	-0.022079226	0.087520406	0.056349773	-0.11107705	-0.012863077	-0.04501716	0.045593083	-0.031467322	-0.049935278	0.06577252	-0.016476158	-0.009344201	0.0055140606	-0.06432653	0.021064179
0.12864625	0.03737376	0.053628776	0.014094175	-0.13544671	0.034249797	0.017105035	0.04503749	-0.011907221	-0.0034937367	-0.013798518	-0.020338455	0.054720756	-0.015077606	-0.014853116	-0.0062026987
0.009171259	0.07317849	0.10331302	-0.068165235	-0.06289527	0.020659909	0.00062487717	0.04744883	0.018186554	-0.047580767	-0.031744927	-0.039375525	-0.062062863	-0.015783194	-0.11029573	-0.02640715
0.12523793	0.05648925	0.01433902	0.040519662	-0.037878588	-0.022591343	0.0066942023	0.03760627	-0.05343073	-0.016697077	0.0053623198	-0.024941958	-0.02385651	0.026998267	-0.02730472	0.03930603
-0.012765927	0.012263775	0.13413921	0.060824662	-0.06068938	0.0041412828	0.008404014	0.07280874	0.04371134	-0.0017516166	-0.015956925	-0.0080196755	0.042315923	-0.019799853	-0.014725414	0.01995181
0.046029728	0.00042662566	0.12143768	-0.0070038396	-7.117234e-05	0.033918153	-0.08635622	0.055748228	-0.031218527	0.014775402	-0.06839444	-0.035018183	0.041832253	-0.018330898	-0.030001994	-0.011492517
0.15235773	0.08362453	0.12980907	0.06388505	-0.10485274	0.0074609527	0.08884767	0.020680256	0.005163347	0.006971491	0.025976436	-0.046332806	0.020238053	-0.0074329684	-0.074123256	-0.028921476
0.07074618	-0.013809794	0.07253418	-0.02007329	-0.029185707	-0.010958347	-0.004083383	0.01973762	-0.054234415	0.004706078	0.08466468	-0.017881233	-0.030340172	-0.062380243	-0.041338075	-0.06421106
0.09085769	-0.032061744	0.05006258	-0.06305281	-0.03687877	-0.051986217	0.009332337	0.041542083	-0.055644933	-0.019059522	0.04988369	-0.021109581	0.006478026	-0.085111365	-0.06329384	0.019866541
0.057971396	-0.0044901664	0.0028967343	0.033742495	-0.06065547	-0.06328213	0.03395934	0.079404235	0.054723006	-0.04596941	0.016107518	0.030614737	0.0027110076	-0.039022796	-0.10950594	-0.010753353
0.062933825	0.028537657	0.06364658	0.026441514	-0.06811545	0.061055265	-0.05804366	0.06262874	0.018971054	-0.012529847	0.059234798	0.060558584	0.03814586	-0.03597962	-0.06173155	-0.036227506
0.13233815	0.025959821	0.13756236	0.02598843	-0.04053017	0.085636295	-0.02989067	-0.016815389	-0.04225362	-0.035800587	0.002431499	0.03023018	-0.042381957	0.04765587	-0.112408295	0.017107222
-0.019207504	-4.0997806e-05	0.06485374	-0.0022963295	-0.07811941	-0.020749575	0.05250942	0.022783011	0.0036430766	-0.0051827603	-0.06651767	0.010778857	-0.078673854	0.0031665657	0.008068525	0.0073804823
0.012928427	0.023521783	0.07420819	-0.028233225	-0.24380444	-0.014334958	0.059398174	0.020806236	-0.08953794	-0.013170139	0.096571624	-0.047551144	-0.036503904	-0.018612286	0.01887201	0.074750796
0.13216546	0.021768965	-0.035425916	-0.015890485	-0.038232476	0.010755313	-0.0749759	0.04328195	-0.010092191	0.020840604	0.032239866	0.03976138	-0.06409773	0.0646989	-0.1181936	0.08460577
-0.029750573	0.04428766	0.02347027	0.01365124	-0.0246709	0.08973075	-0.004819652	0.052006282	-0.07168789	0.06163092	0.083946005	0.0115480535	0.027339086	0.024816344	-0.11709206	-0.071580306
0.09382073	-0.0060835667	0.040421832	0.07146393	-0.019569298	0.066538796	0.03793894	0.03469567	-0.03161411	-0.030112581	-0.005601464	0.03992665	-0.029939685	-0.013283686	-0.061617423	-0.018108008
0.17137301	-0.019404527	0.05537952	-0.02143627	0.05819196	0.12300563	0.061846808	-0.0009638443	-0.010855319	0.047380928	0.0798259	0.035819888	0.0204907	0.026134713	-0.042835824	0.03779277
0.11349186	0.0050908155	0.08038438	0.072970144	0.0013708102	0.03442594	-0.0054930667	-0.05418823	0.07068873	0.034070276	-0.08292122	-0.03951408	0.11858768	0.015573417	-0.02978827	0.05896616
0.059500534	0.03661414	0.058511652	0.05148245	-0.10122116	-0.023903398	0.03658597	0.08957367	0.03343816	-0.0049793734	-0.057594758	0.04156846	0.026401918	-0.031960502	-0.06518941	0.08341705
-0.04063972	0.034895044	0.05706796	-0.05091635	-0.06091009	0.0700617	0.019669944	-0.032400325	-0.099269055	0.08675527	-0.0050921957	0.02723074	0.052002937	0.042646207	-0.047434855	-0.022629006
0.12870386	-0.02593144	0.048328698	-0.0074315225	-0.04953688	-0.020174526	0.013877257	0.013296839	-0.056407183	-0.027568847	-0.034332607	-0.041039694	-0.0154131055	0.028481519	0.0341404	0.055228494
0.13386203	0.04784079	-0.048790127	0.03027102	-0.021929996	0.09278096	-0.047978245	0.10659403	0.060128793	-0.07637466	-0.08340851	0.093346745	0.031389337	-0.017930174	-0.11312814	0.014913622
-0.007566689	-0.07008016	0.09640766	0.079069965	-0.14462867	0.052606102	0.04087359	-0.026126161	-0.1384043	0.04431806	-0.026739942	0.043216284	0.1080019	-0.0077119367	-0.037047677	-0.026333168
